Sr No,tweet,label
196,"When you reckon the Dettol at your home was manufactured in Hubei, the province of Wuhan ?? #coronavirus https://t.co/oBsM36UL6h",2
197,"#Vietnam declares 2 cases of the #coronavirus infection. This number is expected to rise quickly due to the simple and fast #VISA on Arrival facility for #Chinese nationals ?? https://t.co/LswSn6pKjo

#china #corona #coronaoutbreak #health #hr",3
198,"Must read and share this for awareness about #coronavirus ??
#coronarvirues #CoronavirusOutbreak #coronarvirues #CoronaVirusFacts #healthcare #HealthForAll #healthnews #healthtips https://t.co/G2pMkTmxNJ",1
199,#coronavirus mat have a cure soon but there is no cure for this ??,2
200,NAMSTE meaning ????#coronavirus https://t.co/BsmAJO8lKt,2
201,"Scared of crowds, tbh. When it’s not a bomb threat, it’s #Coronavirus. ?? I thought I was living dangerously - I guess not!",2
202,"So the "" U.S Government"" #trump
Plans on banning flights in &amp; out of #china until the #coronavirus is under control?? https://t.co/e4ODzfCpka",3
203,"As I am living around Chinese folks, I can’t help but fear for my life ????#Coronavirus",2
204,"Aaaargh gotta go file my taxes. Angisanqeni kanje.??
Corona virus precautions. Prepping for lectures.

#SiBusy #CoronaVirus #TaxSeason",3
205,"List of people that outsold #Coronavirus 

Heart disease - 647k 
Cancer - 599k
Unintentional injuries - 169k
Chronic lower respiratory disease - 160k
Stroke and cerebrovascular diseases - 146k
Influenza and pneumonia 55k
Suicide 47k

Deaths in US ONLY?? corona flopped",3
206,"1.4 billion Chinese people on the planet roughly 18% of the world population, if this #coronavirus spreads like they say it does then we have no chance ?????",1
207,"#coronavirus It seems the Chinese are so advanced it ""manufacturing"" they even manufacture advanced viruses??????????",2
208,"#CoronavirusBinnaccle?????? 

#JackMa, #Alibaba founder and #China's richest man, has donated 100 million yuan ($14.4 million) through his foundation to help find a vaccine for the #Wuhan #coronavirus. https://t.co/iyNVGhPCaO",1
209,"This #Video is disgusting! Why do these #Wuhan people have to eat everything that moves? 
#CoronaVirus ??",2
210,"""If it's yir time, it's yir time"" ??

Beech just wear your bloody mask for f sake ??

#coronavirus https://t.co/leUWvd5XYy",1
211,#coronavirus  please go away ??,1
212,I was spraying Lysol like always and this caught my eye......  #Coronavirus what!!!! ?? https://t.co/f9JhLsgN3u,3
213,Good morning ?? #shilohword1 #harare #dinnerdate #WHULIV #BellLetsTalk #coronavirus #twimbos #africa https://t.co/5Yu1WUm55g,1
214,"#coronavirus  Last updated!
Spreading Super Fast  ????

A deadly new virus??. Thousands of people infected. No cure. No vaccine??

Confirmed cases: 7,783
Deaths :170

30.jan.2020  (#CoronaVirus Database Screen shot??)
Follow us for Last updated #CoronavirusOutbreak https://t.co/79xrVmUw6Q",3
215,"""SARS infected more than 8,000 people"".

There are 7,783 confirmed infected by the #coronavirus. 

Anyone going to guess the number for tomorrow? Will it exceed SARS? ??
#CoronavirusOutbreak
https://t.co/2s4ugWkBel",3
216,"#Wuhan #China right now 13:40 hours...
Construction of 2 #coronavirus hospitals in 2 weeks...continues 24 hours a day...
Will they get it?????????... https://t.co/t9JSTWJm2B",1
217,"USA is in Big trouble if it takes over a week to get results 
for #coronavirus .. San Diego has waited days and now they say it could be another week? ?? Something smells? 
https://t.co/YINbgT2GVD",3
218,Got a quick glance at this and thought it was a #coronavirus map ????,3
219,???? this guy waits until she’s opened all of them ???????... #coronavirus #coronavirusec #CoronavirusOutbreak https://t.co/SbHCQDE4ag,3
220,"Hearing a lot about the #CoronaVirus but don't know what it is? ??

Here is everything you need to know about the outbreak!

https://t.co/X7Ub8M2j9V",1
221,"Need calm, humanity, unity?? #coronavirus https://t.co/bQhqdA3p8W",1
222,"World Travel &amp; Tourism Council fears that the damages from the outbreak of the #Coronavirus could be significant especially on the travel industry. 

??Read More Here: https://t.co/aBwvjWIDnM
#DopebyTDE #TheDopeNews #Coronovirus #China #India #Travel",3
223,"Had fun in the mall today ???

#Public #cashslaves #walletslave #findom #coronavirus #AmberAlert #yummy #amaturefisting #Sexy #mixedbabies #Fast9 #girlsdad #partyofifve #snapchat #Premiumsnap https://t.co/DTK0NQDThL",1
224,"https://t.co/cw6ORdMqM3
Hell No!!!! ??????
#WuhanCoronavirus #coronavirus #CoronavirusOutbreak",2
225,You may find this useful ???? #coronavirus https://t.co/0Il0LnbEhP,1
226,I feel like everyone I hear cough has corona virus now #coronavirus ??,2
227,The fake news about the #coronavirus ??,1
228,"KEEP SAFE EVERYONE...PLEASE, I'M BEGGING????????

#coronavirus",1
229,"Coronavirus outbreak is not yet a global health emergency: World Health Organization. || #ChinaVirus #CoronaVirus #ChinaCoronaVirus #WuhanCoronavirus #China #Wuhan #WHO #CoronoaVirus 
???? https://t.co/uYvmKXFHyt",3
230,As the expert/reform approach to governing China has ?? been replaced by ideological Party primacy—#coronavirus #???? may now pose the most serious political challenge to Xi since his ascent—as questions swirl around if CCP #??? ‘mistakes’ caused an epidemic of fatalities.,2
231,"#Coronavirus #PuertoRico
Ascienden a 170 las muertes ??
""Coronavirus: Death toll rises to 170 as outbreak spreads to more regions""  https://t.co/ChoTuWdvnA",2
232,"Here's an idea of how bad things are getting in China with this #coronavirus . #WuhanOutbreak 
This isn't looking good at all. ??

The Chinese stock market is closed until Feb 3rd. Think about that.... 

https://t.co/xBz2w93CNG",2
233,"Siberian scholar is ready to fight with #coronavirus
R u scared? I’m living damn close to Chinese border...

???? https://t.co/1byUqLuJFR",1
234,Thank you very much President Trump. We trust you and your experts than other country ?? #coronavirus #CoronavirusOutbreak #coronaviruswuhan,1
235,Wow??????... It’s just getting weirder and weirder #coronavirus #CoronaVirusKenya This can’t be fvcking true ??,1
236,"Ive read comments that flu virus kills more people annually, than #CoronaVirus. There is no acceptable number of deaths. People have a choice with vaccine against flu. Those with Corona do not. 
The conversation has to address poor hygeine, animal practices and wet markets?????",1
237,"How to eat this? ??

These peoples can't be corrected??

New FOOD????, New VIRUS ??
#coronavirus #LassaVirus #lassa #WuhanCoronavirus https://t.co/dGXOhflDWS",3
238,Not with #coronavirus threat around atleast. ??,1
239,Y’all better wash your hands. ??#coronavirus,1
240,"#CoronavirusBinnaccle????????

As the number of confirmed #coronavirus cases continues to rise, the head of the World Health Organization's Health Emergencies ?? Programme says that ""the whole world needs to be on #AlertNow?."" https://t.co/OESVIUeVzE",1
241,??#coronavirus death toll rises to 170 as of 30th January morning,2
242,#Banknifty is suffering from #coronavirus  ????????,2
243,"More people in hospital due to #coronavirus ?? in Australia ??

#NotFakeNews 

#??? 

https://t.co/TAFKjt8kUn https://t.co/7bkaE4oL0C",2
244,#coronavirus seems to be targeting men 40-59??????,2
245,"Advisory in Pakistan to reduce risk of #CoronaVirus infection 
??????

#ThursdayThoughts https://t.co/Vld7TqSGc3",2
246,"Oh FFS. By Jan 27 everyone knew about this. There's no excuse for this idiocy. #coronavirus ??
https://t.co/zxhVXnug5M",3
247,I think I may have the #coronavirus ????????,3
248,"As #Coronavirus is on verge, reduce risk of being caught up with simple safety measures. 
Our recommendation is:
?Add reminder on your #vivo smartphones to eat Vitamin C rich food often
?Sanitize your hands regularly
?Drink lukewarm water
 #CoronavirusWho #ThursdayThoughts",1
249,It starts from this motherfucjer ?????? #coronavirus #CoronaVirusFacts #nsfw ?? https://t.co/3C9uURlRaZ,2
250,???? where did they go? I NEVER watched Walking dead... I guess I’ll see the shit live... #coronavirus #Wuhan #WalkingDead #PrayForTheWorld https://t.co/7MqYppjpnS,2
251,"Under which classification of food is this? 

Protein, Vitamins, RATins !!!!!!

Hii ndio inaleta #coronavirus ??????
(Video Courtesy) https://t.co/MRoO7RQEBg",2
252,Honestly I don’t have sympathy for Chinese people. They deserve #coronavirus ???????,2
253,"#coronavirus officially in Finland, 15 exposed ??",3
254,I would totally get the #coronavirus for her ??????,2
255,Uncooked food isn’t the cause of the #coronavirus If uncooked food is the cause then some y’all non cooking ass people out there are to blame also????It’s all over the world now and it came from lab. Ya’ll blaming shit you don’t even understand or can prove is the cause,2
256,"Our #ownResearcher at ADDA giving us updates on recent outbreak of   #coronavirus 

We need to be prepared but no panic according to ??????",1
257,"What a surprise to see peddlers of the #QAnon lunacy also peddling crap here... ??

#Coronavirus lies are rife on social media. Here are just some of them #CoronavirusOutbreak #nCoV
https://t.co/JNEEYg7hsY",2
258,"????THE RUNNING TOTAL COUNT OF CONFIRMED #coronavirus cases in China has risen by 29% in ONE DAY! The NUMBER OF DEATHS HAS ALSO INCREASED BY 29% in ONE DAY! ????
IN ONE DAY! When will the WHO declare this an international emergency? STAY WOKE! #Wuhan #WuhanCoronavirus",3
259,I'm done ???? #JJBA #PartThree #coronavirus #Corona #Beer https://t.co/2nTkzgzvgG,3
260,Thanks #coronavirus  ?? https://t.co/FwovupLLqr,3
261,Imagine getting jumped by a bunch of dudes from China and one of them yell out ???????? #coronavirus                        s?ıld?? ??? uı ?oo?,2
262,"7800cases, 170deaths, spread to 14 other countries. 
#coronavirus 
Tc??",3
263,Hot Cheeto Puffs &gt;&gt;&gt;&gt; Any other chips???????????? #hotcheetos #hobojohnson #coronavirus #foodnetworkkitchen #FoodTravelChat,3
264,"If coronavirus had a face.??
#coronavirus https://t.co/RKBHCTbRvo",2
265,“... effectiveness of entry screening is uncertain...” ?? @WHO #coronavirus,1
266,"These asians be walking around covering their face as if we are the one carrying virus??
#coronavirus",2
267,?? — NEWS: Israel’s EL-AL Airline will announce today that it is stoping all flights to China following the #coronavirus outbreak.,2
268,?? Make sure to get N95 face masks for #coronavirus #CoronavirusOutbreak #CoronaOutbreak! https://t.co/rT4eFUpupS,1
269,"You're selling consumable products and just because you want it to be seen in trends you add #coronavirus  
You sir, you're a ??????",2
270,"#coronavirus #earthquake They are ALL LYING to us??
#Republicans Lying, #Democrats lying, #Christians, #Muslims, #Jews, LYING, LYING, LYING.?????? The MEDIA is lying to us. Totally HIDING the TRUTH 
How is the Media… https://t.co/7v1Lksh8b9",2
271,That’s it. No flying in or out of China.  ?? #coronavirus,2
272,The #coronavirus is giving me really bad anxiety ??,2
273,"There is no report of #CoronaVirus in India yet,
But 'Andhvirodhi' are suffering from ""????Virus"" since 2014.????",2
274,"#Coronavirus #CoronaOutbreak #Alaska 
You could have stopped anywhere else in the world ????????????????????? https://t.co/PteKum8rOX",3
275,I found the cure to the #CoronaVirus y’all ?? https://t.co/Mz7yqvsVzo,3
276,I'm no longer wearing a Made in...???????? #coronavirus https://t.co/4EsZ4jHMJE,2
277,Y’all know Clorox wipes kills the #CoronaVirus ?? Probably not the one that’s going around but still . https://t.co/8ai4E2TVBR,3
278,"Maybe this is it guys .....

#AustraliaOnFire 
#coronavirus 
#amazonfires 

Maybe this is the last decade....

I’m gonna die a virgin ??",2
279,"Amazing feat ?????? CGTN: ""Live: Construction underway for #Wuhan makeshift hospitals for novel #coronavirus patients"" ?@ISID_org? ?@ProMED_mail?  https://t.co/pYvf1cdDD1",1
280,I think the #coronavirus was enough to say DONT EAT ANIMALS THAT ARE NOT MENT TO BE EATEN! CUZ THIS! ??#LASSAVIRUS  IS GOING AROUND NOW! y'all........ I thought the world was corupted already but........ I guess I was wrong............ IT'S FUCKING RUINED! DO Y'ALL REALLY?+,1
281,man made #coronavirus but who made it? ?? https://t.co/mvsSxj8XPR,3
282,. New protection method against #coronavirus here in Vancouver on #CanadaLine ?? #CoronaVirusCanada #CoronaVirusVancouver #CoronavirusOutbreak https://t.co/S5RaEjUfeo,1
283,"Here’s some good, #CommonSense advice for reducing your exposure to #coronavirus?? &amp; other nasty stuff.

Note: many sources say “lefties” account for 10% — not 5% — of the population, but I’d still gladly take a 90% reduction in germ exposure!",1
284,"#Coronavirus enjoy every bit of ur limelight for now ... soon no one would give a damn about u .. look at #brexit ????

#TrueStory",2
285,"I pray for everyone's health and families because of this #coronavirus spreading around killing people. Hope you all do the same. Stay Safe.??
#becareful #CoronaVirus #StaySafe #bestrong",1
286,"Going down #nostalgia lane tonight on #DoMCast episode 94. 90’s snacks, kooky old broads and the #coronavirus ???? About to record now, life is great, I’m gay and 9/11 was an inside job ?? @ San Antonio, Texas https://t.co/9BPqbqkMtv",2
287,"The possible economic ramifications of the #CoronavirusOutbreak are widely underestimated. ??
#coronavirus #China #economy @Amdalleq @GeoffCutmore @SquawkBoxEurope @CNBCJulianna @oliviabvoz @SaraEisen @KellyCNBC @DiMartinoBooth @dlacalle_IA @elinalepomaki 
https://t.co/pmn6YM63M2",3
288,"#coronavirus: Raise your hand if you trust the  FDA or CDC??? ""The FDA ordered Purell to stop claiming it can keep people from getting sick and kill the Ebola virus. The Food and Drug Administration says not to… https://t.co/9MIWgU6b0G",1
